Device : ;PAX1000IR2
Serial Number : ;M00693781
Firmware Version : ;1.0.13
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1345
Basic Sample Rate [Hz] : ;400
Operating Mode : ;1 revolution for one measurement, 1024 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-07-20 13:10:09.15;0.00:00:00:892;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08171;53.42;-0.20;94.95;0.68;94.95;12.09;11.48;0.6104;10.823;10.598;-2.144;0.36;-0.43;
2023-07-20 13:10:09.17;0.00:00:00:907;-0.29;0.96;-0.01;12.09;-3.324;10.98;-0.08165;53.42;-0.20;94.95;0.68;94.95;12.09;11.48;0.6101;10.823;10.598;-2.146;0.36;-0.43;
2023-07-20 13:10:09.19;0.00:00:00:927;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08262;53.42;-0.21;94.95;0.68;94.94;12.09;11.48;0.6109;10.823;10.598;-2.140;0.36;-0.43;
2023-07-20 13:10:09.20;0.00:00:00:937;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08202;53.42;-0.20;94.96;0.68;94.96;12.09;11.48;0.6094;10.823;10.598;-2.151;0.36;-0.43;
2023-07-20 13:10:09.22;0.00:00:00:957;-0.29;0.96;-0.01;12.09;-3.323;10.98;-0.08109;53.42;-0.20;94.95;0.67;94.95;12.09;11.48;0.6101;10.823;10.598;-2.146;0.36;-0.42;
2023-07-20 13:10:09.23;0.00:00:00:967;-0.29;0.96;-0.01;12.09;-3.324;10.98;-0.08126;53.42;-0.20;94.95;0.67;94.94;12.09;11.48;0.6107;10.823;10.598;-2.142;0.36;-0.42;
2023-07-20 13:10:09.25;0.00:00:00:987;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08307;53.42;-0.21;94.95;0.69;94.94;12.09;11.48;0.6109;10.823;10.598;-2.140;0.36;-0.43;
2023-07-20 13:10:09.26;0.00:00:00:997;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08276;53.42;-0.21;94.95;0.68;94.94;12.09;11.48;0.611;10.823;10.598;-2.140;0.36;-0.43;
2023-07-20 13:10:09.28;0.00:00:01:017;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.08264;53.42;-0.21;94.95;0.68;94.95;12.09;11.48;0.6104;10.823;10.598;-2.144;0.36;-0.43;
2023-07-20 13:10:09.29;0.00:00:01:027;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08304;53.42;-0.21;94.95;0.69;94.95;12.09;11.48;0.6103;10.823;10.598;-2.145;0.36;-0.43;
2023-07-20 13:10:09.31;0.00:00:01:049;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08303;53.42;-0.21;94.95;0.69;94.95;12.09;11.48;0.6099;10.823;10.598;-2.147;0.36;-0.43;
2023-07-20 13:10:09.32;0.00:00:01:057;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.08282;53.42;-0.21;94.94;0.69;94.94;12.09;11.47;0.6114;10.823;10.597;-2.137;0.36;-0.43;
2023-07-20 13:10:09.34;0.00:00:01:077;-0.29;0.96;-0.01;12.09;-3.324;10.98;-0.08165;53.42;-0.20;94.94;0.68;94.94;12.09;11.48;0.6111;10.823;10.598;-2.139;0.36;-0.43;
2023-07-20 13:10:09.37;0.00:00:01:107;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.08195;53.42;-0.20;94.95;0.68;94.95;12.09;11.48;0.6105;10.823;10.598;-2.143;0.36;-0.43;
2023-07-20 13:10:09.39;0.00:00:01:127;-0.29;0.96;-0.01;12.09;-3.324;10.98;-0.08138;53.42;-0.20;94.95;0.67;94.95;12.09;11.48;0.6101;10.823;10.598;-2.146;0.36;-0.42;
2023-07-20 13:10:09.41;0.00:00:01:149;-0.29;0.96;-0.01;12.09;-3.324;10.98;-0.08129;53.42;-0.20;94.95;0.67;94.95;12.09;11.48;0.6105;10.823;10.598;-2.143;0.36;-0.42;
2023-07-20 13:10:09.44;0.00:00:01:177;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.08254;53.42;-0.21;94.96;0.68;94.96;12.09;11.48;0.6092;10.823;10.598;-2.152;0.36;-0.43;
2023-07-20 13:10:09.46;0.00:00:01:197;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08279;53.42;-0.21;94.95;0.69;94.95;12.09;11.47;0.6105;10.823;10.597;-2.143;0.36;-0.43;
2023-07-20 13:10:09.47;0.00:00:01:207;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08321;53.42;-0.21;94.94;0.69;94.94;12.09;11.47;0.6114;10.823;10.597;-2.136;0.36;-0.43;
2023-07-20 13:10:09.50;0.00:00:01:237;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08286;53.43;-0.21;94.95;0.69;94.95;12.09;11.48;0.6101;10.823;10.598;-2.146;0.36;-0.43;
2023-07-20 13:10:09.51;0.00:00:01:249;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08415;53.43;-0.21;94.94;0.70;94.94;12.09;11.47;0.6114;10.823;10.597;-2.137;0.36;-0.44;
2023-07-20 13:10:09.53;0.00:00:01:267;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08384;53.43;-0.21;94.95;0.69;94.95;12.09;11.48;0.6105;10.823;10.598;-2.143;0.36;-0.44;
2023-07-20 13:10:09.55;0.00:00:01:287;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.08291;53.42;-0.21;94.94;0.69;94.94;12.09;11.47;0.6117;10.823;10.597;-2.135;0.36;-0.43;
2023-07-20 13:10:09.58;0.00:00:01:317;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08222;53.42;-0.21;94.95;0.68;94.95;12.09;11.48;0.6104;10.823;10.598;-2.144;0.36;-0.43;
2023-07-20 13:10:09.60;0.00:00:01:337;-0.29;0.96;-0.01;12.09;-3.324;10.98;-0.08169;53.42;-0.20;94.95;0.68;94.95;12.09;11.48;0.6102;10.823;10.598;-2.145;0.36;-0.43;
2023-07-20 13:10:09.62;0.00:00:01:357;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.08176;53.42;-0.20;94.95;0.68;94.95;12.09;11.48;0.6099;10.823;10.598;-2.147;0.36;-0.43;
2023-07-20 13:10:09.65;0.00:00:01:387;-0.29;0.96;-0.01;12.09;-3.324;10.98;-0.08181;53.42;-0.20;94.95;0.68;94.95;12.09;11.48;0.6103;10.823;10.598;-2.145;0.36;-0.43;
2023-07-20 13:10:09.66;0.00:00:01:397;-0.29;0.96;-0.01;12.09;-3.324;10.98;-0.08208;53.42;-0.20;94.94;0.68;94.94;12.09;11.48;0.6117;10.823;10.598;-2.134;0.36;-0.43;
2023-07-20 13:10:09.68;0.00:00:01:417;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08321;53.42;-0.21;94.95;0.69;94.94;12.09;11.48;0.6109;10.823;10.598;-2.140;0.36;-0.43;
2023-07-20 13:10:09.70;0.00:00:01:438;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.08279;53.42;-0.21;94.94;0.68;94.94;12.09;11.48;0.6116;10.823;10.598;-2.135;0.36;-0.43;
2023-07-20 13:10:09.73;0.00:00:01:468;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.08295;53.42;-0.21;94.95;0.69;94.95;12.09;11.48;0.6106;10.823;10.598;-2.142;0.36;-0.43;
2023-07-20 13:10:09.74;0.00:00:01:478;-0.29;0.96;-0.01;12.09;-3.327;10.98;-0.08404;53.43;-0.21;94.95;0.70;94.95;12.09;11.48;0.6105;10.823;10.598;-2.143;0.36;-0.44;
2023-07-20 13:10:09.75;0.00:00:01:488;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.08328;53.42;-0.21;94.94;0.69;94.94;12.09;11.47;0.611;10.823;10.597;-2.140;0.36;-0.43;
2023-07-20 13:10:09.78;0.00:00:01:518;-0.29;0.96;-0.01;12.08;-3.326;10.98;-0.08303;53.42;-0.21;94.96;0.69;94.95;12.08;11.48;0.6095;10.822;10.598;-2.151;0.36;-0.43;
2023-07-20 13:10:09.80;0.00:00:01:538;-0.29;0.96;-0.01;12.08;-3.324;10.98;-0.08262;53.42;-0.21;94.95;0.68;94.95;12.08;11.47;0.6098;10.822;10.597;-2.148;0.36;-0.43;
2023-07-20 13:10:09.82;0.00:00:01:558;-0.29;0.96;-0.01;12.09;-3.324;10.98;-0.08193;53.42;-0.20;94.95;0.68;94.95;12.09;11.47;0.6105;10.823;10.597;-2.143;0.36;-0.43;
2023-07-20 13:10:09.83;0.00:00:01:568;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.0826;53.42;-0.21;94.95;0.68;94.95;12.09;11.47;0.6105;10.823;10.597;-2.143;0.36;-0.43;
2023-07-20 13:10:09.84;0.00:00:01:578;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.0832;53.42;-0.21;94.95;0.69;94.95;12.09;11.48;0.6101;10.823;10.598;-2.146;0.36;-0.43;
2023-07-20 13:10:09.86;0.00:00:01:598;-0.29;0.96;-0.01;12.08;-3.325;10.98;-0.08237;53.42;-0.21;94.95;0.68;94.95;12.08;11.47;0.6097;10.822;10.597;-2.149;0.36;-0.43;
2023-07-20 13:10:09.89;0.00:00:01:628;-0.29;0.96;-0.01;12.08;-3.325;10.98;-0.08253;53.42;-0.21;94.95;0.68;94.95;12.08;11.47;0.6097;10.822;10.597;-2.149;0.36;-0.43;
2023-07-20 13:10:09.92;0.00:00:01:658;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.0834;53.42;-0.21;94.94;0.69;94.94;12.09;11.47;0.6116;10.823;10.597;-2.135;0.36;-0.44;
2023-07-20 13:10:09.93;0.00:00:01:668;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08398;53.42;-0.21;94.95;0.69;94.94;12.09;11.48;0.6108;10.823;10.598;-2.141;0.36;-0.44;
2023-07-20 13:10:09.96;0.00:00:01:698;-0.29;0.96;-0.01;12.08;-3.326;10.98;-0.08306;53.43;-0.21;94.95;0.69;94.95;12.08;11.47;0.6102;10.822;10.597;-2.145;0.36;-0.43;
2023-07-20 13:10:09.99;0.00:00:01:728;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.0839;53.43;-0.21;94.94;0.69;94.94;12.09;11.47;0.6111;10.823;10.597;-2.139;0.36;-0.44;
2023-07-20 13:10:10.02;0.00:00:01:758;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08263;53.42;-0.21;94.95;0.68;94.95;12.09;11.48;0.6097;10.823;10.598;-2.149;0.36;-0.43;
2023-07-20 13:10:10.03;0.00:00:01:768;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.08302;53.42;-0.21;94.95;0.69;94.95;12.09;11.48;0.6106;10.823;10.598;-2.143;0.36;-0.43;
2023-07-20 13:10:10.06;0.00:00:01:798;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.0824;53.42;-0.21;94.95;0.68;94.95;12.09;11.48;0.6105;10.823;10.598;-2.143;0.36;-0.43;
2023-07-20 13:10:10.07;0.00:00:01:808;-0.29;0.96;-0.01;12.09;-3.324;10.98;-0.08202;53.42;-0.20;94.95;0.68;94.94;12.09;11.48;0.6108;10.823;10.598;-2.141;0.36;-0.43;
2023-07-20 13:10:10.09;0.00:00:01:828;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08316;53.42;-0.21;94.95;0.69;94.95;12.09;11.48;0.6099;10.823;10.598;-2.148;0.36;-0.43;
2023-07-20 13:10:10.12;0.00:00:01:858;-0.29;0.96;-0.01;12.09;-3.327;10.98;-0.08313;53.43;-0.21;94.95;0.69;94.95;12.09;11.48;0.6105;10.823;10.598;-2.143;0.36;-0.43;
2023-07-20 13:10:10.15;0.00:00:01:888;-0.29;0.96;-0.01;12.09;-3.327;10.98;-0.08411;53.43;-0.21;94.94;0.70;94.94;12.09;11.48;0.6118;10.823;10.598;-2.134;0.36;-0.44;
2023-07-20 13:10:10.16;0.00:00:01:898;-0.29;0.96;-0.01;12.09;-3.327;10.98;-0.08405;53.43;-0.21;94.95;0.70;94.94;12.09;11.48;0.6108;10.823;10.598;-2.141;0.36;-0.44;
2023-07-20 13:10:10.18;0.00:00:01:918;-0.29;0.96;-0.01;12.09;-3.328;10.98;-0.08429;53.43;-0.21;94.95;0.70;94.94;12.09;11.48;0.6109;10.823;10.598;-2.141;0.36;-0.44;
2023-07-20 13:10:10.19;0.00:00:01:928;-0.29;0.96;-0.01;12.09;-3.327;10.98;-0.08393;53.43;-0.21;94.94;0.69;94.94;12.09;11.48;0.6112;10.823;10.598;-2.138;0.36;-0.44;
2023-07-20 13:10:10.21;0.00:00:01:950;-0.29;0.96;-0.01;12.09;-3.327;10.98;-0.08319;53.43;-0.21;94.95;0.69;94.94;12.09;11.48;0.6109;10.823;10.598;-2.140;0.36;-0.43;
2023-07-20 13:10:10.22;0.00:00:01:958;-0.29;0.96;-0.01;12.09;-3.327;10.98;-0.08374;53.43;-0.21;94.95;0.69;94.95;12.09;11.48;0.6104;10.823;10.598;-2.144;0.36;-0.44;
2023-07-20 13:10:10.24;0.00:00:01:978;-0.29;0.96;-0.01;12.09;-3.327;10.98;-0.08347;53.43;-0.21;94.94;0.69;94.94;12.09;11.48;0.6114;10.823;10.598;-2.137;0.36;-0.44;
2023-07-20 13:10:10.25;0.00:00:01:988;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08336;53.42;-0.21;94.94;0.69;94.94;12.09;11.48;0.6119;10.823;10.598;-2.133;0.36;-0.43;
2023-07-20 13:10:10.27;0.00:00:02:008;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08299;53.42;-0.21;94.95;0.69;94.95;12.09;11.48;0.6106;10.823;10.598;-2.143;0.36;-0.43;
2023-07-20 13:10:10.28;0.00:00:02:018;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08291;53.42;-0.21;94.94;0.69;94.94;12.09;11.48;0.6114;10.824;10.598;-2.137;0.36;-0.43;
2023-07-20 13:10:10.30;0.00:00:02:038;-0.29;0.96;-0.01;12.09;-3.326;10.99;-0.08224;53.42;-0.21;94.96;0.68;94.95;12.09;11.48;0.6098;10.823;10.599;-2.148;0.36;-0.43;
2023-07-20 13:10:10.32;0.00:00:02:058;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08306;53.42;-0.21;94.94;0.69;94.94;12.09;11.48;0.6113;10.824;10.598;-2.138;0.36;-0.43;
2023-07-20 13:10:10.34;0.00:00:02:078;-0.29;0.96;-0.01;12.09;-3.327;10.98;-0.08356;53.43;-0.21;94.94;0.69;94.94;12.09;11.48;0.6112;10.824;10.598;-2.139;0.36;-0.44;
2023-07-20 13:10:10.35;0.00:00:02:088;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08363;53.42;-0.21;94.94;0.69;94.94;12.09;11.48;0.6115;10.824;10.598;-2.136;0.36;-0.44;
2023-07-20 13:10:10.37;0.00:00:02:108;-0.29;0.96;-0.01;12.09;-3.328;10.98;-0.0849;53.43;-0.21;94.95;0.70;94.95;12.09;11.48;0.61;10.824;10.599;-2.146;0.36;-0.44;
2023-07-20 13:10:10.39;0.00:00:02:128;-0.29;0.96;-0.01;12.09;-3.327;10.98;-0.0838;53.43;-0.21;94.94;0.69;94.94;12.09;11.48;0.6119;10.824;10.598;-2.133;0.36;-0.44;
2023-07-20 13:10:10.41;0.00:00:02:150;-0.29;0.96;-0.01;12.09;-3.328;10.98;-0.08432;53.43;-0.21;94.94;0.70;94.94;12.09;11.48;0.6112;10.824;10.598;-2.138;0.36;-0.44;
2023-07-20 13:10:10.43;0.00:00:02:168;-0.29;0.96;-0.01;12.09;-3.328;10.98;-0.08407;53.43;-0.21;94.95;0.70;94.94;12.09;11.48;0.6108;10.824;10.598;-2.141;0.36;-0.44;
2023-07-20 13:10:10.45;0.00:00:02:188;-0.29;0.96;-0.01;12.09;-3.327;10.98;-0.08448;53.43;-0.21;94.95;0.70;94.95;12.09;11.48;0.6105;10.824;10.599;-2.143;0.36;-0.44;
2023-07-20 13:10:10.47;0.00:00:02:208;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08365;53.42;-0.21;94.95;0.69;94.94;12.09;11.48;0.6108;10.824;10.598;-2.141;0.36;-0.44;
2023-07-20 13:10:10.49;0.00:00:02:228;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.08374;53.42;-0.21;94.94;0.69;94.94;12.09;11.48;0.6116;10.824;10.598;-2.136;0.36;-0.44;
2023-07-20 13:10:10.51;0.00:00:02:250;-0.29;0.96;-0.01;12.09;-3.325;10.99;-0.08239;53.42;-0.21;94.95;0.68;94.94;12.09;11.48;0.6109;10.824;10.599;-2.140;0.36;-0.43;
2023-07-20 13:10:10.53;0.00:00:02:268;-0.29;0.96;-0.01;12.09;-3.327;10.98;-0.08369;53.43;-0.21;94.94;0.69;94.94;12.09;11.48;0.6117;10.824;10.598;-2.135;0.36;-0.44;
2023-07-20 13:10:10.54;0.00:00:02:278;-0.29;0.96;-0.01;12.09;-3.326;10.98;-0.0838;53.42;-0.21;94.93;0.69;94.93;12.09;11.48;0.6126;10.824;10.598;-2.128;0.36;-0.44;
2023-07-20 13:10:10.56;0.00:00:02:298;-0.29;0.96;-0.01;12.09;-3.325;10.98;-0.08341;53.42;-0.21;94.94;0.69;94.93;12.09;11.48;0.6121;10.824;10.598;-2.132;0.36;-0.44;
2023-07-20 13:10:10.58;0.00:00:02:318;-0.29;0.96;-0.01;12.09;-3.328;10.98;-0.08421;53.43;-0.21;94.95;0.70;94.94;12.09;11.48;0.611;10.823;10.598;-2.140;0.35;-0.44;
